gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,excluido_por
faker,lib/faker/games/league_of_legends.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,6,3,1,0.167,menos de 3 formas distintas; proporcao 0.167 abaixo de 0.4
faker,lib/faker/japanese_media/one_piece.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,6,3,1,0.167,menos de 3 formas distintas; proporcao 0.167 abaixo de 0.4
faker,lib/faker/movies/harry_potter.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,6,3,1,0.167,menos de 3 formas distintas; proporcao 0.167 abaixo de 0.4
gitlab,lib/gitlab/client/resource_label_events.rb,4818c5712616,third-party apis,3,3,0,0,0.0,2,0.0,6,2,2,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
puma,lib/puma/detect.rb,8085b75e79e3,web servers,3,3,100,0,0.0,0,0.0,6,1,1,0.167,menos de 3 formas distintas; proporcao 0.167 abaixo de 0.4
rouge,lib/rouge/lexers/armasm.rb,afc3c52c2af0,code highlighting,7.2,12,100,0,0.0,2,0.0,6,3,2,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
rouge,lib/rouge/lexers/sqf.rb,afc3c52c2af0,code highlighting,6.3,10,100,0,0.0,2,0.0,6,3,2,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
twilio-ruby,lib/twilio-ruby/util/configuration.rb,c58e213a6f04,third-party apis,3,3,0,0,0.0,0,0.0,6,3,1,0.167,menos de 3 formas distintas; proporcao 0.167 abaixo de 0.4
activerecord,lib/active_record/connection_adapters/abstract/database_limits.rb,3989ebf3473d,orm/odm,3,3,0,0,0.0,0,0.0,5,3,2,0.4,menos de 3 formas distintas
chronic,lib/chronic/time.rb,7d3d82d38c99,date and time processing,4.2,9,100,100,0.0,0,0.0,5,2,2,0.4,menos de 3 formas distintas
coderay,lib/coderay/encoders/debug.rb,d30855fe96e3,code highlighting,4.2,9,0,100,0.0,1,0.0,5,3,2,0.4,menos de 3 formas distintas
devise,app/mailers/devise/mailer.rb,9ea459de9aec,authentication and oauth,3.6,4,0,0,1.0,1,0.0,5,1,2,0.4,menos de 3 formas distintas
factory_bot,lib/factory_bot/null_factory.rb,5d399535578d,testing,2.6,3,0,0,0.0,0,0.0,5,2,2,0.4,menos de 3 formas distintas
faker,lib/faker/blockchain/aeternity.rb,e48d35f4fa0d,testing,3.6,6,100,20,0.0,1,0.0,5,3,2,0.4,menos de 3 formas distintas
faker,lib/faker/default/dc_comics.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,2,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/default/esport.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,2,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/default/nation.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,2,2,0.4,menos de 3 formas distintas
faker,lib/faker/default/relationship.rb,e48d35f4fa0d,testing,5.6,16,100,20,0.0,1,0.0,5,2,2,0.4,menos de 3 formas distintas
faker,lib/faker/default/subscription.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,2,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/default/superhero.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,2,2,0.4,menos de 3 formas distintas
faker,lib/faker/default/team.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,2,2,0.4,menos de 3 formas distintas
faker,lib/faker/default/verb.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,2,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/games/final_fantasy_xiv.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/games/myst.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/games/touhou.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/games/warhammer_fantasy.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/sports/football.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/sports/volleyball.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/tv_shows/buffy.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
faker,lib/faker/tv_shows/game_of_thrones.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,5,3,1,0.2,menos de 3 formas distintas; proporcao 0.2 abaixo de 0.4
fastlane,precheck/lib/precheck/rules/future_functionality_rule.rb,38d0ec404332,mobile development,4.6,11,80,0,0.0,4,0.0,5,2,2,0.4,menos de 3 formas distintas
fastlane,precheck/lib/precheck/rules/negative_apple_sentiment_rule.rb,38d0ec404332,mobile development,5.4,15,80,20,0.0,4,0.0,5,2,2,0.4,menos de 3 formas distintas
fastlane,precheck/lib/precheck/rules/placeholder_words_rule.rb,38d0ec404332,mobile development,4.2,9,80,0,0.0,4,0.0,5,2,2,0.4,menos de 3 formas distintas
fastlane,precheck/lib/precheck/rules/test_words_rule.rb,38d0ec404332,mobile development,4,8,80,0,0.0,4,0.0,5,2,2,0.4,menos de 3 formas distintas
fastlane,precheck/lib/precheck/rules/unreachable_urls_rule.rb,38d0ec404332,mobile development,6.8,22,80,20,0.0,3,0.0,5,2,2,0.4,menos de 3 formas distintas
money,lib/money/money/constructors.rb,26e2829c34f1,money,3,3,0,0,0.0,0,0.0,5,2,2,0.4,menos de 3 formas distintas
rouge,lib/rouge/lexers/bbcbasic.rb,afc3c52c2af0,code highlighting,6.8,10,100,0,0.0,2,0.0,5,3,2,0.4,menos de 3 formas distintas
rouge,lib/rouge/lexers/hcl.rb,afc3c52c2af0,code highlighting,3,3,100,0,0.0,2,0.0,5,3,2,0.4,menos de 3 formas distintas
rouge,lib/rouge/lexers/ocl.rb,afc3c52c2af0,code highlighting,7.4,15,100,0,0.0,2,0.0,5,3,2,0.4,menos de 3 formas distintas
rspec,rspec-support/benchmarks/class_exec_vs_klass_exec.rb,79a280d76e10,testing,2.8,3,0,0,0.0,0,0.0,5,0,2,0.4,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/test_frameworks/active_support_test_case.rb,cf3b3685f2c0,testing,2.8,3,0,20,0.0,0,0.0,5,5,2,0.4,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/test_frameworks/minitest_4.rb,cf3b3685f2c0,testing,3.4,6,0,20,0.4,0,20.0,5,5,2,0.4,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/test_frameworks/minitest_5.rb,cf3b3685f2c0,testing,3.4,6,0,20,0.4,0,20.0,5,5,2,0.4,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/test_frameworks/test_unit.rb,cf3b3685f2c0,testing,3.4,6,0,20,0.4,0,20.0,5,5,2,0.4,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/framework/rest/resource.rb,c58e213a6f04,third-party apis,3.8,5,0,0,0.0,0,0.0,5,7,2,0.4,menos de 3 formas distintas
activerecord,lib/active_record/connection_adapters/abstract/savepoints.rb,3989ebf3473d,orm/odm,3,3,0,25,0.0,0,0.0,4,3,2,0.5,menos de 3 formas distintas
activerecord,lib/arel/nodes/ascending.rb,3989ebf3473d,orm/odm,3,3,0,0,0.0,4,0.0,4,3,2,0.5,menos de 3 formas distintas
activerecord,lib/arel/nodes/descending.rb,3989ebf3473d,orm/odm,3,3,0,0,0.0,4,0.0,4,3,2,0.5,menos de 3 formas distintas
activerecord,lib/arel/nodes/ordering.rb,3989ebf3473d,orm/odm,3,3,0,50,0.0,4,0.0,4,5,2,0.5,menos de 3 formas distintas
activerecord-import,benchmarks/lib/mysql2_benchmark.rb,8ac907c9bbc5,orm/odm extensions,3.5,5,0,25,0.0,1,25.0,4,1,2,0.5,menos de 3 formas distintas
activesupport,lib/active_support/core_ext/kernel/reporting.rb,3989ebf3473d,core extensions,4,6,0,0,0.0,0,0.0,4,1,2,0.5,menos de 3 formas distintas
activesupport,lib/active_support/core_ext/object/duplicable.rb,3989ebf3473d,core extensions,3,3,0,0,0.0,0,0.0,4,4,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
activesupport,lib/active_support/core_ext/securerandom.rb,3989ebf3473d,core extensions,5,7,100,50,0.0,0,0.0,4,1,2,0.5,menos de 3 formas distintas
devise,lib/devise/controllers/responder.rb,9ea459de9aec,authentication and oauth,3.5,4,100,0,0.0,1,0.0,4,3,2,0.5,menos de 3 formas distintas
devise,lib/devise/omniauth/url_helpers.rb,9ea459de9aec,authentication and oauth,4,4,0,100,0.0,0,100.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/books/the_kingkiller_chronicle.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/default/ancient.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,2,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/default/book.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,2,2,0.5,menos de 3 formas distintas
faker,lib/faker/default/crypto.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,2,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/default/industry_segments.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,2,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/default/job.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,2,2,0.5,menos de 3 formas distintas
faker,lib/faker/default/restaurant.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,2,2,0.5,menos de 3 formas distintas
faker,lib/faker/fantasy/tolkien.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/games/fallout.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/games/heroes.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/games/heroes_of_the_storm.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/games/street_fighter.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/games/world_of_warcraft.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/games/zelda.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/japanese_media/cowboy_bebop.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/japanese_media/naruto.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/japanese_media/sword_art_online.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/movies/hobbit.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/movies/the_room.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/music/prince.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/music/smashing_pumpkins.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/sports/basketball.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/tv_shows/futurama.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/tv_shows/how_i_met_your_mother.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/tv_shows/simpsons.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/tv_shows/star_trek.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/tv_shows/the_expanse.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/tv_shows/the_it_crowd.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
faker,lib/faker/tv_shows/venture_bros.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,4,3,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
foreman,lib/foreman/export/upstart.rb,3530b8e4a1b1,process management and monitoring,8.8,26,0,25,0.0,1,0.0,4,1,2,0.5,menos de 3 formas distintas
gitlab,lib/gitlab/client/resource_state_events.rb,4818c5712616,third-party apis,3,3,0,0,0.0,2,0.0,4,2,2,0.5,menos de 3 formas distintas
gitlab,lib/gitlab/client/sidekiq.rb,4818c5712616,third-party apis,3,3,0,0,0.0,2,0.0,4,2,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
guard,lib/guard/jobs/base.rb,170d63c6ca57,file system listener,2,2,0,0,0.0,0,0.0,4,3,2,0.5,menos de 3 formas distintas
mail,lib/mail/network/retriever_methods/base.rb,d645d7b5b7d0,email,5.5,6,0,75,0.0,0,0.0,4,2,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/lexers/gdscript.rb,afc3c52c2af0,code highlighting,8.2,12,100,0,0.0,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/lexers/jsonnet.rb,afc3c52c2af0,code highlighting,19,60,100,0,0.0,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/lexers/minizinc.rb,afc3c52c2af0,code highlighting,7,11,100,0,0.0,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/lexers/p4.rb,afc3c52c2af0,code highlighting,6.5,8,100,0,0.0,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/lexers/puppet.rb,afc3c52c2af0,code highlighting,5,6,100,25,0.0,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/lexers/thrift.rb,afc3c52c2af0,code highlighting,5,6,100,0,0.0,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/lexers/vb.rb,afc3c52c2af0,code highlighting,8.8,18,100,0,0.0,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/themes/base16.rb,afc3c52c2af0,code highlighting,3.5,4,100,0,0.2,3,0.0,4,5,2,0.5,menos de 3 formas distintas
rouge,lib/rouge/themes/github.rb,afc3c52c2af0,code highlighting,13,22,100,0,0.33,2,0.0,4,3,2,0.5,menos de 3 formas distintas
rspec,rspec-core/lib/rspec/core/formatters/progress_formatter.rb,79a280d76e10,testing,3,3,0,100,0.0,2,0.0,4,4,2,0.5,menos de 3 formas distintas
rspec,rspec-support/lib/rspec/support/warnings.rb,79a280d76e10,testing,3.8,6,0,25,0.33,0,0.0,4,3,2,0.5,menos de 3 formas distintas
rubocop-rails,lib/rubocop-rails.rb,2ccba590ec47,code formatting,3,3,0,0,0.0,0,0.0,4,0,1,0.25,menos de 3 formas distintas; proporcao 0.25 abaixo de 0.4
shoulda-matchers,lib/shoulda/matchers/integrations/test_frameworks/rspec.rb,cf3b3685f2c0,testing,3.2,5,0,25,0.0,0,0.0,4,5,2,0.5,menos de 3 formas distintas
active_model_serializers,lib/active_model/serializer/errors_serializer.rb,6934c8bd31f4,api builder and discovery,4.7,8,0,33,0.33,0,0.0,3,3,2,0.667,menos de 3 formas distintas
active_model_serializers,lib/active_model/serializer/null.rb,6934c8bd31f4,api builder and discovery,3,3,0,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
activerecord,lib/active_record/associations/builder/has_many.rb,3989ebf3473d,orm/odm,4.3,7,100,33,0.0,1,0.0,3,2,2,0.667,menos de 3 formas distintas
activerecord,lib/active_record/connection_adapters/postgresql/oid/money.rb,3989ebf3473d,orm/odm,9.3,22,0,33,0.0,2,0.0,3,5,2,0.667,menos de 3 formas distintas
activerecord,lib/active_record/migration/pending_migration_connection.rb,3989ebf3473d,orm/odm,4.3,7,100,0,0.0,0,0.0,3,2,2,0.667,menos de 3 formas distintas
activerecord,lib/active_record/relation/predicate_builder/array_handler.rb,3989ebf3473d,orm/odm,11,27,33,33,0.0,0,0.0,3,4,2,0.667,menos de 3 formas distintas
activesupport,lib/active_support/core_ext/module/attribute_accessors.rb,3989ebf3473d,core extensions,14.7,20,0,67,0.0,0,66.7,3,1,2,0.667,menos de 3 formas distintas
activesupport,lib/active_support/core_ext/string/conversions.rb,3989ebf3473d,core extensions,8,18,0,33,0.0,0,0.0,3,1,2,0.667,menos de 3 formas distintas
awesome_print,lib/awesome_print/core_ext/awesome_method_array.rb,9ae56ba413b9,cli utilities,18.7,46,0,100,0.0,0,200.0,3,1,2,0.667,menos de 3 formas distintas
brakeman,lib/brakeman/parsers/slim_embedded.rb,fffc4837becb,code analysis and metrics,7.7,15,0,100,0.0,1,0.0,3,5,2,0.667,menos de 3 formas distintas
byebug,lib/byebug/commands/disable.rb,aff644023372,debugging tools,4.3,7,100,0,0.5,1,0.0,3,2,2,0.667,menos de 3 formas distintas
byebug,lib/byebug/commands/enable.rb,aff644023372,debugging tools,4.3,7,100,0,0.5,1,0.0,3,2,2,0.667,menos de 3 formas distintas
byebug,lib/byebug/commands/info.rb,aff644023372,debugging tools,4.3,7,100,0,0.5,1,0.0,3,2,2,0.667,menos de 3 formas distintas
byebug,lib/byebug/commands/thread.rb,aff644023372,debugging tools,4.3,7,100,0,0.5,1,0.0,3,2,2,0.667,menos de 3 formas distintas
byebug,lib/byebug/commands/var.rb,aff644023372,debugging tools,4.3,7,100,0,0.5,1,0.0,3,2,2,0.667,menos de 3 formas distintas
carrierwave,lib/carrierwave/uploader/dimension.rb,5effe4ecaae9,file upload,7,19,0,33,0.33,0,0.0,3,3,2,0.667,menos de 3 formas distintas
carrierwave,lib/carrierwave/utilities/file_name.rb,5effe4ecaae9,file upload,7,15,0,33,0.0,0,0.0,3,3,2,0.667,menos de 3 formas distintas
carrierwave,lib/carrierwave/utilities/uri.rb,5effe4ecaae9,file upload,3,3,0,0,0.0,0,0.0,3,3,2,0.667,menos de 3 formas distintas
concurrent-ruby,lib/concurrent-ruby-edge/concurrent/channel/buffer/dropping.rb,0b88d5ff75f6,concurrency and parallelism,3,3,0,33,0.0,4,0.0,3,4,2,0.667,menos de 3 formas distintas
concurrent-ruby,lib/concurrent-ruby-edge/concurrent/channel/buffer/sliding.rb,0b88d5ff75f6,concurrency and parallelism,3.3,4,0,33,0.0,4,0.0,3,4,2,0.667,menos de 3 formas distintas
concurrent-ruby,lib/concurrent-ruby/concurrent/re_include.rb,0b88d5ff75f6,concurrency and parallelism,5.7,9,0,33,0.0,0,33.3,3,2,2,0.667,menos de 3 formas distintas
concurrent-ruby,lib/concurrent-ruby/concurrent/thread_safe/util/xor_shift_random.rb,0b88d5ff75f6,concurrency and parallelism,4.3,5,0,67,0.25,0,0.0,3,4,2,0.667,menos de 3 formas distintas
docile,lib/docile.rb,f0c25f516b8f,core extensions,3.3,4,0,0,1.0,0,0.0,3,1,2,0.667,menos de 3 formas distintas
eye,lib/eye/dsl/group_opts.rb,300aa8793112,process management and monitoring,6.7,14,0,33,1.0,2,33.3,3,1,2,0.667,menos de 3 formas distintas
factory_bot,lib/factory_bot/strategy/null.rb,5d399535578d,testing,2.3,3,0,0,0.0,0,0.0,3,3,2,0.667,menos de 3 formas distintas
faker,lib/faker/blockchain/bitcoin.rb,e48d35f4fa0d,testing,4,6,100,33,0.0,1,0.0,3,3,2,0.667,menos de 3 formas distintas
faker,lib/faker/creature/cat.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/default/blood.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,2,0.667,menos de 3 formas distintas
faker,lib/faker/default/business.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,2,0.667,menos de 3 formas distintas
faker,lib/faker/default/camera.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/default/currency.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/default/dessert.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/default/electrical_components.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/default/game.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/default/gender.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/default/source.rb,e48d35f4fa0d,testing,3.3,4,100,33,0.0,1,0.0,3,2,2,0.667,menos de 3 formas distintas
faker,lib/faker/default/theater.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,2,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/games/clash_of_clans.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/games/half_life.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/games/overwatch.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/games/pokemon.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/games/sonic_the_hedgehog.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/games/super_mario.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/japanese_media/conan.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/japanese_media/doraemon.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/japanese_media/dragon_ball.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/japanese_media/fullmetal_alchemist_brotherhood.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/japanese_media/studio_ghibli.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/locations/australia.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/movies/avatar.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/movies/back_to_the_future.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/movies/departed.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/movies/ghostbusters.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
faker,lib/faker/movies/hackers.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,3,3,1,0.333,menos de 3 formas distintas; proporcao 0.333 abaixo de 0.4
